SubmitterAbbr,Lookup,LocalID,VariationID,ClinicalSignificance,DateLastEvaluated,Description,SubmittedPhenotypeInfo,ReportedPhenotypeInfo,ReviewStatus,CollectionMethod,OriginCounts,Submitter,SCV,SubmittedGeneSymbol,ExplanationOfInterpretation
CARDIO,CARDIO14108,,14108,Pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS3;PP1_ Strong;PM1;PM2;PP3;PS4_ Supporting",MedGen:C0007193,C0007193:Primary dilated cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564417.2,MYH7,-
CARDIO,CARDIO14120,,14120,Pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS4;PP1_ Strong;PM1;PM2",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564434.2,MYH7,-
CARDIO,CARDIO14125,,14125,Pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS4;PP1_ Strong;PM1;PM2",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564437.2,MYH7,-
CARDIO,CARDIO36641,,36641,Uncertain significance,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PP3;BS4",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564447.2,MYH7,-
CARDIO,CARDIO36642,,36642,Likely pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS4;PM2;PP1;PP3",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564455.2,MYH7,-
CARDIO,CARDIO37375,,37375,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564467.2,MYH7,-
CARDIO,CARDIO42817,,42817,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564470.2,MYH7,-
CARDIO,CARDIO42819,,42819,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564499.2,MYH7,-
CARDIO,CARDIO42821,,42821,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564498.2,MYH7,-
CARDIO,CARDIO42822,,42822,Likely pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PM1;PM2;PM6;PS4_Moderate",MedGen:C0007193,C0007193:Primary dilated cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564410.2,MYH7,-
CARDIO,CARDIO42823,,42823,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564496.2,MYH7,-
CARDIO,CARDIO42838,,42838,Pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS4;PM1;PM2;PM5;PM6;PP3",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564415.2,MYH7,-
CARDIO,CARDIO42843,,42843,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564495.2,MYH7,-
CARDIO,CARDIO42853,,42853,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564494.2,MYH7,-
CARDIO,CARDIO42864,,42864,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564493.2,MYH7,-
CARDIO,CARDIO42869,,42869,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564507.2,MYH7,-
CARDIO,CARDIO42875,,42875,Pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS4;PP1_ Strong;PM1;PM2",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564419.2,MYH7,-
CARDIO,CARDIO42884,,42884,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:BA1;BP4",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564423.2,MYH7,-
CARDIO,CARDIO42885,,42885,Pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS4;PP1_ Strong;PM1;PM2;PM5;PP3",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564424.2,MYH7,-
CARDIO,CARDIO42900,,42900,Uncertain significance,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PM1;BP2",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564429.2,MYH7,-
CARDIO,CARDIO42910,,42910,Pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS2;PM1;PM2;PP3;PS4_ Supporting",MedGen:C0340429,C0340429:Familial restrictive cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564430.2,MYH7,-
CARDIO,CARDIO42911,,42911,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564491.2,MYH7,-
CARDIO,CARDIO42913,,42913,Likely pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS4;PM2;PM4;PP1",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564431.2,MYH7,-
CARDIO,CARDIO42915,,42915,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564490.2,MYH7,-
CARDIO,CARDIO42918,,42918,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564506.2,MYH7,-
CARDIO,CARDIO42922,,42922,Pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS4;PM1;PM2;PP1_Moderate;PP3",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564436.2,MYH7,-
CARDIO,CARDIO42931,,42931,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564489.2,MYH7,-
CARDIO,CARDIO42934,,42934,Likely pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PM2;PM4;PP1_Moderate;PS4_ Supporting",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564439.2,MYH7,-
CARDIO,CARDIO42939,,42939,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564488.2,MYH7,-
CARDIO,CARDIO42941,,42941,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564466.2,MYH7,-
CARDIO,CARDIO42942,,42942,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564487.2,MYH7,-
CARDIO,CARDIO42944,,42944,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564505.2,MYH7,-
CARDIO,CARDIO42945,,42945,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:BA1;BP7",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564440.2,MYH7,-
CARDIO,CARDIO42946,,42946,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564486.2,MYH7,-
CARDIO,CARDIO42949,,42949,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564485.2,MYH7,-
CARDIO,CARDIO42950,,42950,Uncertain significance,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PM2;PS4_Moderate;PP3",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564443.2,MYH7,-
CARDIO,CARDIO42952,,42952,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:BA1;BP7",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564504.2,MYH7,-
CARDIO,CARDIO42953,,42953,Uncertain significance,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PP3",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000577981.3,MYH7,-
CARDIO,CARDIO42956,,42956,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564469.2,MYH7,-
CARDIO,CARDIO42957,,42957,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564484.2,MYH7,-
CARDIO,CARDIO42959,,42959,Uncertain significance,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564444.2,MYH7,-
CARDIO,CARDIO42965,,42965,Uncertain significance,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PP3",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564445.2,MYH7,-
CARDIO,CARDIO42968,,42968,Likely pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PM2;PM4;PP1;PS4_ Supporting",MedGen:C0013481,C0013481:Ebstein's anomaly of the tricuspid valve,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564446.2,MYH7,-
CARDIO,CARDIO42974,,42974,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564483.2,MYH7,-
CARDIO,CARDIO42977,,42977,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564468.2,MYH7,-
CARDIO,CARDIO42979,,42979,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564482.2,MYH7,-
CARDIO,CARDIO42980,,42980,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564481.2,MYH7,-
CARDIO,CARDIO42988,,42988,Benign,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met: BA1",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564480.2,MYH7,-
CARDIO,CARDIO42992,,42992,Likely pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PS4;PM2;PP3",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564449.2,MYH7,-
CARDIO,CARDIO43003,,43003,Likely pathogenic,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PM2;PS4_Moderate;PP3",MedGen:C0949658,C0949658:Primary familial hypertrophic cardiomyopathy,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564450.2,MYH7,-
CARDIO,CARDIO43005,,43005,Uncertain significance,42719,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel, Kelly et al. manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (MYH7)"" document (assertion method column). The following criteria were met:PM2;PP3;PS4_ Supporting",not specified,CN169374:not specified,reviewed by expert panel,curation,germline:na,"ClinGen Inherited Cardiomyopathy Expert Panel,",SCV000564451.2,MYH7,-
