SubmitterAbbr,Lookup,LocalID,VariationID,ClinicalSignificance,DateLastEvaluated,Description,SubmittedPhenotypeInfo,ReportedPhenotypeInfo,ReviewStatus,CollectionMethod,OriginCounts,Submitter,SCV,SubmittedGeneSymbol,ExplanationOfInterpretation
RAS,RAS13326,,13326,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM2, PS2, PM6_Strong, PS3, PP1_Strong",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616374.1,PTPN11,-
RAS,RAS13331,,13331,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PS3, PM6_Strong, PS3; PP1_Strong",MedGen:C0175704,C0175704:Noonan syndrome with multiple lentigines,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616375.1,PTPN11,-
RAS,RAS13333,,13333,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PS3, PP1_Strong",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616372.1,PTPN11,-
RAS,RAS13344,,13344,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP1_Moderate, PP2, PP3, PS4_Supporting, PM2, PM6_Strong, PS2. Additional case-level data provided by: SCV000057459; SCV000200027; SCV000265844; Zenker et al.; Cave et al.",MedGen:C0175704,C0175704:Noonan syndrome with multiple lentigines,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616410.1,PTPN11,-
RAS,RAS13350,,13350,Pathogenic,42864,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PM6, PS3",MedGen:C1275081,C1275081:Cardio-facio-cutaneous syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616530.1,MAP2K1,-
RAS,RAS13351,,13351,Pathogenic,42864,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PS3, PS2_Very Strong",MedGen:C1275081,C1275081:Cardio-facio-cutaneous syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616532.1,MAP2K1,-
RAS,RAS13957,,13957,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PM1, PM2, PS3, PM6_Strong",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616378.1,RAF1,-
RAS,RAS13958,,13958,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PM2, PM6, PS3",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616379.1,RAF1,-
RAS,RAS13960,,13960,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PM2, PS2, PS3",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616381.1,RAF1,-
RAS,RAS13965,,13965,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PM6, PS2, PS3",MedGen:C1275081,C1275081:Cardio-facio-cutaneous syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616359.1,BRAF,-
RAS,RAS13973,,13973,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PS3, PS2_Very Strong",MedGen:C1275081,C1275081:Cardio-facio-cutaneous syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616360.1,BRAF,-
RAS,RAS13974,,13974,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PS3, PS2_Very Strong",MedGen:C1275081,C1275081:Cardio-facio-cutaneous syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616361.1,BRAF,-
RAS,RAS13979,,13979,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PS3; PM6_Strong",MedGen:C1275081,C1275081:Cardio-facio-cutaneous syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616362.1,BRAF,-
RAS,RAS21342,,21342,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PS3",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616380.1,RAF1,-
RAS,RAS36708,,36708,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616443.1,PTPN11,-
RAS,RAS36709,,36709,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616445.1,PTPN11,-
RAS,RAS40333,,40333,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616466.1,BRAF,-
RAS,RAS40335,,40335,Benign,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BS2, BP2_Strong. Additional case-level data provided by: SCV000061615; SCV000057172",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616392.1,BRAF,-
RAS,RAS40346,,40346,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PM6, PS2",MedGen:C1275081,C1275081:Cardio-facio-cutaneous syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616358.1,BRAF,-
RAS,RAS40360,,40360,Benign,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1, BP5, BP4, BP7. Additional case-level data provided by: SCV000057203; SCV000061570; SCV000112807",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616391.1,BRAF,-
RAS,RAS40362,,40362,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616458.1,BRAF,-
RAS,RAS40363,,40363,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616457.1,BRAF,-
RAS,RAS40380,,40380,Likely pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PM2, PM6, PP2, PP3. Additional case-level data provided by: SCV000112809; SCV000057229; SCV000197143",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616393.1,BRAF,-
RAS,RAS40387,,40387,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM1, PM2, PM6_Strong, PS3. Additional case-level data provided by: SCV000197137; SCV000057237",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616388.1,BRAF,-
RAS,RAS40391,,40391,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616456.1,BRAF,-
RAS,RAS40399,,40399,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616453.1,BRAF,-
RAS,RAS40431,,40431,Benign,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Additional case-level data provided by: SCV000058315; SCV000062146; SCV000196686",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616397.1,HRAS,-
RAS,RAS40435,,40435,Likely pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP1, PP2, PP3, PS4_Supporting, PM1, PM2. Additional case-level data provided by: SCV000198374; SCV000207851",MedGen:C0587248,C0587248:Costello syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616399.1,HRAS,-
RAS,RAS40437,,40437,Benign,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1; BP5. Additional case-level data provided by: SCV000204177; SCV000207861",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616398.1,HRAS,-
RAS,RAS40439,,40439,Uncertain significance,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PM2, PS4_Supporting. Additional case-level data provided by: SCV000207855; SCV000188770",MedGen:C0587248,C0587248:Costello syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616400.1,HRAS,-
RAS,RAS40440,,40440,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616472.1,HRAS,-
RAS,RAS40441,,40441,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616471.1,HRAS,-
RAS,RAS40442,,40442,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616469.1,HRAS,-
RAS,RAS40446,,40446,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616468.1,HRAS,-
RAS,RAS40448,,40448,Benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616467.1,HRAS,-
RAS,RAS40452,,40452,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM2, PM6_Strong, PS3. Additional case-level data provided by: SCV000198473; SCV000207881; SCV000253709; SCV000207633; Cave et al.; Zenker et al.",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616405.1,KRAS,-
RAS,RAS40454,,40454,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PS2, PM2, PM5, PP3; PP2",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616368.1,KRAS,-
RAS,RAS40484,,40484,Likely pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM2, PS4_Moderate. Additional case-level data provided by: SCV000057357; SCV000061283; Zenker et al.",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616407.1,PTPN11,-
RAS,RAS40504,,40504,Uncertain significance,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BP5, PP2. Additional case-level data provided by: SCV000057386; SCV000228999",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616408.1,PTPN11,-
RAS,RAS40511,,40511,Likely benign,42843,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BS1. Auto-classified.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616444.1,PTPN11,-
RAS,RAS40513,,40513,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PP3, PM2, PM6; PS3",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616373.1,PTPN11,-
RAS,RAS40516,,40516,Benign,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Additional case-level data provided by: SCV000057399; SCV000061311; SCV000248623; SCV000206755; SCV000207666",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616411.1,PTPN11,-
RAS,RAS40520,,40520,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP2, PM1, PM2, PM6_Strong, PS4_Moderate. Additional case-level data provided by: SCV000057404; SCV000061319; SCV000207687; Zenker et al.; Cave et al.",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616414.1,PTPN11,-
RAS,RAS40522,,40522,Pathogenic,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: PP1, PP2, PS4_Moderate, PM1, PS2_Very Strong , PM6_Strong, PS3 . Additional case-level data provided by: SCV000203366; SCV000061320; SCV000057406; SCV000207688; Zenker et al.; Cave et al.",MedGen:C0028326,C0028326:Noonan syndrome,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616412.1,PTPN11,-
RAS,RAS40530,,40530,Benign,42828,"This variant was classified using modified ACMG criteria (ClinGen Expert Panel; manuscript in preparation). Please see a summary of the rules and criteria codes in the ""ACMG variant classification (RASopathy)"" document (assertion method column). The following criteria were met: BA1. Additional case-level data provided by: SCV000058299; SCV000206746",MedGen:CN166718,CN166718:Rasopathy,reviewed by expert panel,curation,germline:na,"ClinGen RASopathy Expert Panel,",SCV000616413.1,PTPN11,-
